2020,AnimalEthicsProject,CAAmt,Employee2000,Employee2001,Employee2002,Employee2003,Employee2004,Employee2005,Employee2006,Employee2007,Employee2008,Employee2009,Employee2010,Employee2011,Employee2012,Employee2013,Employee2014,Employee2015,Employee2016,Employee2017,Employee2018,Employee2019,Employee2020,Employee2021,Employee2022,EmployeeGrowthPct2000,EmployeeGrowthPct2001,EmployeeGrowthPct2002,EmployeeGrowthPct2003,EmployeeGrowthPct2004,EmployeeGrowthPct2005,EmployeeGrowthPct2006,EmployeeGrowthPct2007,EmployeeGrowthPct2008,EmployeeGrowthPct2009,EmployeeGrowthPct2010,EmployeeGrowthPct2011,EmployeeGrowthPct2012,EmployeeGrowthPct2013,EmployeeGrowthPct2014,EmployeeGrowthPct2015,EmployeeGrowthPct2016,EmployeeGrowthPct2017,EmployeeGrowthPct2018,EmployeeGrowthPct2019,EmployeeGrowthPct2020,EmployeeGrowthPct2021,EmployeeGrowthPct2022,FinancialMonitoringRating,HumanEthicsProject,IncorporationYear,InternationalProject,NoteText,NoteType,OrgID,OrgName,OrganizationID,ProjectCompleteDate,ProjectNo,ProjectStartDate,ProjectType,Province,Revenue2000,Revenue2001,Revenue2002,Revenue2003,Revenue2004,Revenue2005,Revenue2006,Revenue2007,Revenue2008,Revenue2009,Revenue2010,Revenue2011,Revenue2012,Revenue2013,Revenue2014,Revenue2015,Revenue2016,Revenue2017,Revenue2018,Revenue2019,Revenue2020,Revenue2021,Revenue2022,RevenueGrowthPct2000,RevenueGrowthPct2001,RevenueGrowthPct2002,RevenueGrowthPct2003,RevenueGrowthPct2004,RevenueGrowthPct2005,RevenueGrowthPct2006,RevenueGrowthPct2007,RevenueGrowthPct2008,RevenueGrowthPct2009,RevenueGrowthPct2010,RevenueGrowthPct2011,RevenueGrowthPct2012,RevenueGrowthPct2013,RevenueGrowthPct2014,RevenueGrowthPct2015,RevenueGrowthPct2016,RevenueGrowthPct2017,RevenueGrowthPct2018,RevenueGrowthPct2019,RevenueGrowthPct2020,RevenueGrowthPct2021,RevenueGrowthPct2022
No,No-Non,1000000,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Medium,No-Non,2004,No-Non,TrainingText 114,BusinessCaseSummary,0,0,0,2009-09-24 20:00,0,2008-01-21 20:00,IRAP,BC,,,,,,,26526.40535,87017.04369,76567.92021,53176.01398,85241.76172,47506.12103,79044.74988,13260.17491,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
No,No-Non,1000000,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Medium,No-Non,2004,No-Non,TrainingText 115,BusinessCaseSummary,0,0,0,2009-09-25 20:00,0,2008-01-22 20:00,IRAP,BC,,,,,,,43944.73357,19742.19361,77664.77068,39958.30202,3513.952767,29373.21945,25264.3282,79419.24377,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
No,No-Non,1000000,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Medium,No-Non,2004,No-Non,TrainingText 116,BusinessCaseSummary,0,0,0,2009-09-26 20:00,0,2008-01-23 20:00,IRAP,BC,,,,,,,79286.31919,10574.65339,75591.20951,93700.75894,211.0514417,24691.54193,7972.358696,50953.07159,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
No,No-Non,1000000,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Medium,No-Non,2004,No-Non,TrainingText 117,BusinessCaseSummary,0,0,0,2009-09-27 20:00,0,2008-01-24 20:00,IRAP,BC,,,,,,,78228.16075,55090.10292,25895.1972,52363.48172,68765.02527,33742.63552,31303.10617,15330.48242,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
No,No-Non,1000000,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Medium,No-Non,2004,No-Non,TrainingText 118,BusinessCaseSummary,0,0,0,2009-09-28 20:00,0,2008-01-25 20:00,IRAP,BC,,,,,,,72501.82894,41955.83124,93118.64387,64172.89497,25457.61712,65135.20826,30742.43458,44795.34811,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
No,No-Non,1000000,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Medium,No-Non,2004,No-Non,TrainingText 119,BusinessCaseSummary,0,0,0,2009-09-29 20:00,0,2008-01-26 20:00,IRAP,BC,,,,,,,21669.5393,18792.97793,77926.9451,66403.28845,53466.28923,59803.62254,27062.13564,84901.37296,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
No,No-Non,1000000,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Medium,No-Non,2004,No-Non,TrainingText 120,BusinessCaseSummary,0,0,0,2009-09-30 20:00,0,2008-01-27 20:00,IRAP,BC,,,,,,,6081.219716,26685.846,72067.23673,41127.27961,51176.97541,25648.80014,99970.02644,82064.30826,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
No,No-Non,1000000,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Medium,No-Non,2004,No-Non,TrainingText 121,BusinessCaseSummary,0,0,0,2009-10-01 20:00,0,2008-01-28 20:00,IRAP,BC,,,,,,,16893.37734,86275.70518,81492.78203,3704.076405,10481.47221,64909.88929,21140.87291,35367.43022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
No,No-Non,1000000,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Medium,No-Non,2004,No-Non,TrainingText 122,BusinessCaseSummary,0,0,0,2009-10-02 20:00,0,2008-01-29 20:00,IRAP,BC,,,,,,,31029.67002,18295.97924,24960.6918,72708.72326,40890.93357,51274.82395,45297.46895,24920.46465,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
No,No-Non,1000000,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Medium,No-Non,2004,No-Non,TrainingText 123,BusinessCaseSummary,0,0,0,2009-10-03 20:00,0,2008-01-30 20:00,IRAP,AB,,,,,,,55752.02644,51908.61032,57450.10394,66155.31203,52500.61597,42227.10365,26643.78078,42980.49452,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
No,No-Non,1000000,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Medium,No-Non,2004,No-Non,TrainingText 124,BusinessCaseSummary,0,0,0,2009-10-04 20:00,0,2008-01-31 20:00,IRAP,BC,,,,,,,16693.44333,65287.71272,47555.67576,54641.10245,93753.02994,75791.18518,81571.23747,33711.99849,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
No,No-Non,1000000,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Medium,No-Non,2004,No-Non,TrainingText 125,BusinessCaseSummary,0,0,0,2009-10-05 20:00,0,2008-02-01 20:00,IRAP,MB,,,,,,,79192.27098,23934.98332,24505.66055,67224.97515,91978.91978,38306.30313,40089.92955,39763.78313,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
No,No-Non,1000000,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Medium,No-Non,2004,No-Non,TrainingText 126,BusinessCaseSummary,0,0,0,2009-10-06 20:00,0,2008-02-02 20:00,IRAP,BC,,,,,,,15606.83103,14831.29745,19524.18786,15940.74578,67211.76819,8649.846136,10133.30817,44066.09104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
No,No-Non,1000000,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Medium,No-Non,2004,No-Non,TrainingText 127,BusinessCaseSummary,0,0,0,2009-10-07 20:00,0,2008-02-03 20:00,IRAP,BC,,,,,,,42843.92357,10297.21338,33672.61007,81119.1628,35076.50265,77786.1377,26991.68379,50198.43259,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
No,No-Non,1000000,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Medium,No-Non,2004,No-Non,TrainingText 128,BusinessCaseSummary,0,0,0,2009-08-31 20:00,0,2008-02-04 20:00,IRAP,BC,,,,,,,85231.67087,55490.81955,2895.435771,97896.38356,21878.26537,44843.4922,14275.90688,32778.05552,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
No,No-Non,1000000,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Medium,No-Non,2004,No-Non,TrainingText 129,BusinessCaseSummary,0,0,0,2009-09-01 20:00,0,2008-02-05 20:00,IRAP,BC,,,,,,,86871.02618,13784.95012,82428.68226,73881.25773,81929.0263,28831.06146,40110.94269,2989.105296,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
No,No-Non,1000000,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Medium,No-Non,2004,No-Non,TrainingText 130,BusinessCaseSummary,0,0,0,2009-09-02 20:00,0,2008-02-06 20:00,IRAP,BC,,,,,,,25195.78696,68124.05895,25387.80068,94232.89778,99708.12221,86703.98287,60347.58083,42730.78291,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
No,No-Non,1000000,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Medium,No-Non,2004,No-Non,TrainingText 131,BusinessCaseSummary,0,0,0,2009-09-03 20:00,0,2008-02-07 20:00,IRAP,BC,,,,,,,36075.4914,70132.87478,54057.789,54124.13827,46763.26063,44690.95364,72581.36646,6445.794568,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
No,No-Non,1000000,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Medium,No-Non,2004,No-Non,TrainingText 132,BusinessCaseSummary,0,0,0,2009-09-04 20:00,0,2008-02-08 20:00,IRAP,BC,,,,,,,24007.19927,89054.14641,69619.81905,71181.52023,18284.16827,41178.71013,57527.53982,81004.14619,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
No,No-Non,1000000,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Medium,No-Non,2004,No-Non,TrainingText 133,BusinessCaseSummary,0,0,0,2009-09-05 20:00,0,2008-02-09 20:00,IRAP,BC,,,,,,,29507.64,84221.44242,37670.47736,83813.50685,50056.18608,24901.84302,68049.94835,41224.24274,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
No,No-Non,1000000,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Medium,No-Non,2004,No-Non,TrainingText 134,BusinessCaseSummary,0,0,0,2009-09-06 20:00,0,2008-02-10 20:00,IRAP,BC,,,,,,,41200.48824,97375.82193,97556.74374,11381.71981,97485.78452,26915.15159,90214.79253,62762.11749,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
No,No-Non,1000000,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Medium,No-Non,2004,No-Non,TrainingText 135,BusinessCaseSummary,0,0,0,2009-09-07 20:00,0,2008-02-11 20:00,IRAP,BC,,,,,,,81712.54885,80865.63826,62202.49962,66795.67379,96520.42946,20298.28662,91922.28632,96192.82161,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
No,No-Non,1000000,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Medium,No-Non,2004,No-Non,TrainingText 136,BusinessCaseSummary,0,0,0,2009-09-08 20:00,0,2008-02-12 20:00,IRAP,BC,,,,,,,51201.32018,14922.32494,69325.9147,28441.98496,16996.07302,21661.97086,88647.44846,72943.5414,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
No,No-Non,1000000,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Medium,No-Non,2004,No-Non,TrainingText 137,BusinessCaseSummary,0,0,0,2009-09-09 20:00,0,2008-02-13 20:00,IRAP,BC,,,,,,,37850.25837,97535.65351,75472.71288,82512.43854,89016.83441,83140.7562,63725.61396,74710.95682,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
No,No-Non,1000000,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Medium,No-Non,2004,No-Non,TrainingText 138,BusinessCaseSummary,0,0,0,2009-09-10 20:00,0,2008-02-14 20:00,IRAP,BC,,,,,,,36094.59704,77645.21557,43999.93614,1421.596093,49393.45346,68800.28495,67091.078,4299.587642,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
No,No-Non,1000000,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Medium,No-Non,2004,No-Non,TrainingText 139,BusinessCaseSummary,0,0,0,2009-09-11 20:00,0,2008-02-15 20:00,IRAP,BC,,,,,,,16369.58243,24456.33877,41543.84524,98748.22654,49123.98542,76908.23606,40043.83565,31504.50136,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
No,No-Non,1000000,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Medium,No-Non,2004,No-Non,TrainingText 140,BusinessCaseSummary,0,0,0,2009-09-12 20:00,0,2008-02-16 20:00,IRAP,BC,,,,,,,4200.206089,8642.240212,82388.00652,15360.31608,99812.06524,4767.180248,45219.31056,32887.11602,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
No,No-Non,1000000,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Medium,No-Non,2004,No-Non,TrainingText 141,BusinessCaseSummary,0,0,0,2009-09-13 20:00,0,2008-02-17 20:00,IRAP,BC,,,,,,,98390.4853,8718.496413,22434.46773,40673.6421,54110.33044,63835.12191,19766.63582,8700.755147,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
No,No-Non,1000000,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Medium,No-Non,2004,No-Non,TrainingText 142,BusinessCaseSummary,0,0,0,2009-09-14 20:00,0,2008-02-18 20:00,IRAP,BC,,,,,,,30010.71798,70904.69333,67630.67855,27692.65859,6456.515471,37044.46903,2372.310558,19057.0648,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
No,No-Non,1000000,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Medium,No-Non,2004,No-Non,TrainingText 143,BusinessCaseSummary,0,0,0,2009-09-15 20:00,0,2008-02-19 20:00,IRAP,BC,,,,,,,97991.81451,5202.926045,48125.42535,27475.95309,59835.00167,58182.94715,25870.79747,94533.96202,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
No,No-Non,1000000,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Medium,No-Non,2004,No-Non,TrainingText 144,BusinessCaseSummary,0,0,0,2009-09-16 20:00,0,2008-02-20 20:00,IRAP,BC,,,,,,,4774.168866,60427.00049,71565.07588,40018.13153,57686.49905,14400.76287,40107.77587,94253.48363,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
No,No-Non,1000000,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Medium,No-Non,2004,No-Non,TrainingText 145,BusinessCaseSummary,0,0,0,2009-09-17 20:00,0,2008-02-21 20:00,IRAP,BC,,,,,,,41459.39604,15632.07682,97809.47152,94989.19424,38558.82649,5963.334945,19660.45679,66524.82882,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
No,No-Non,1000000,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Medium,No-Non,2004,No-Non,TrainingText 146,BusinessCaseSummary,0,0,0,2009-09-18 20:00,0,2008-02-22 20:00,IRAP,BC,,,,,,,37068.14353,34491.19119,96083.37914,15632.30954,19572.23597,1969.431321,9094.387222,74290.96419,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
No,No-Non,1000000,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Medium,No-Non,2004,No-Non,TrainingText 147,BusinessCaseSummary,0,0,0,2009-09-19 20:00,0,2008-02-23 20:00,IRAP,BC,,,,,,,29631.5658,99322.00104,63640.01799,8751.545764,39718.6946,28153.19505,36825.26337,75798.44943,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
No,No-Non,1000000,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Medium,No-Non,2004,No-Non,TrainingText 148,BusinessCaseSummary,0,0,0,2009-09-20 20:00,0,2008-02-24 20:00,IRAP,BC,,,,,,,13587.80405,65599.9615,92513.08203,67375.20868,84324.43421,71216.17014,80526.88552,17292.19984,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
No,No-Non,1000000,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Medium,No-Non,2004,No-Non,TrainingText 149,BusinessCaseSummary,0,0,0,2009-09-21 20:00,0,2008-02-25 20:00,IRAP,BC,,,,,,,7973.208917,86423.89987,41507.97278,74410.90124,16951.83161,70389.48251,91998.38435,43294.01324,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
No,No-Non,1000000,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Medium,No-Non,2004,No-Non,TrainingText 150,BusinessCaseSummary,0,0,0,2009-09-22 20:00,0,2008-02-26 20:00,IRAP,BC,,,,,,,59990.83397,21884.42919,67120.21737,7250.306452,78760.40587,32813.53999,27355.3242,93067.44357,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
No,No-Non,1000000,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Medium,No-Non,2004,No-Non,TrainingText 151,BusinessCaseSummary,0,0,0,2009-09-23 20:00,0,2008-02-27 20:00,IRAP,BC,,,,,,,38789.78876,32738.56058,5757.91303,58855.62901,2638.939766,52537.41494,85907.48148,36680.73983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
No,No-Non,1000000,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Medium,No-Non,2004,No-Non,TrainingText 152,BusinessCaseSummary,0,0,0,2009-09-24 20:00,0,2008-02-28 20:00,IRAP,BC,,,,,,,52758.24771,52281.87681,94568.78399,91515.86789,53851.27731,21602.98988,28853.12512,25759.66221,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
No,No-Non,1000000,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Medium,No-Non,2004,No-Non,TrainingText 153,BusinessCaseSummary,0,0,0,2009-09-25 20:00,0,2008-02-29 20:00,IRAP,BC,,,,,,,87921.3682,62451.41393,72220.77202,76096.65479,78866.6688,32292.07229,78917.12471,67345.66178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
No,No-Non,1000000,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Medium,No-Non,2004,No-Non,TrainingText 154,BusinessCaseSummary,0,0,0,2009-09-26 20:00,0,2008-03-01 20:00,IRAP,BC,,,,,,,6940.600677,92182.17372,9594.773532,26942.01345,5913.945485,46155.35099,630.9803221,9643.242787,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
No,No-Non,1000000,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Medium,No-Non,2004,No-Non,TrainingText 155,BusinessCaseSummary,0,0,0,2009-09-27 20:00,0,2008-03-02 20:00,IRAP,QC,,,,,,,62801.00577,54617.3733,3467.979238,61572.82369,36515.99559,64307.80349,90343.17258,97326.57259,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
No,No-Non,1000000,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Medium,No-Non,2004,No-Non,TrainingText 156,BusinessCaseSummary,0,0,0,2009-09-28 20:00,0,2008-03-03 20:00,IRAP,BC,,,,,,,88154.08403,97002.57426,90950.56819,4702.088499,10172.85405,93938.46795,70502.2509,21666.54871,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
No,No-Non,1000000,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Medium,No-Non,2004,No-Non,TrainingText 157,BusinessCaseSummary,0,0,0,2009-08-31 20:00,0,2008-03-04 20:00,IRAP,BC,,,,,,,58689.74646,38013.94962,54958.99262,92939.11888,69952.27807,24373.27126,28292.14679,36497.84535,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
No,No-Non,1000000,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Medium,No-Non,2004,No-Non,TrainingText 158,BusinessCaseSummary,0,0,0,2009-09-01 20:00,0,2008-03-05 20:00,IRAP,BC,,,,,,,33727.23614,32462.4329,43178.41428,3865.026254,70813.54062,50229.47841,45156.76317,14532.37659,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
No,No-Non,1000000,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Medium,No-Non,2004,No-Non,TrainingText 159,BusinessCaseSummary,0,0,0,2009-09-02 20:00,0,2008-03-06 20:00,IRAP,BC,,,,,,,72061.19019,73632.16971,44828.80694,49769.32965,23727.61466,13319.48983,38044.47088,27382.26891,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
No,No-Non,1000000,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Medium,No-Non,2004,No-Non,TrainingText 160,BusinessCaseSummary,0,0,0,2009-09-03 20:00,0,2008-03-07 20:00,IRAP,BC,,,,,,,3787.028787,54379.32673,36691.89442,34034.77461,30322.5822,21494.90806,8748.649714,13464.18269,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
No,No-Non,1000000,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Medium,No-Non,2004,No-Non,TrainingText 161,BusinessCaseSummary,0,0,0,2009-09-04 20:00,0,2008-03-08 20:00,IRAP,BC,,,,,,,26363.51481,50116.10937,12543.99126,39963.53984,26227.25293,72814.15615,59392.20665,18385.02886,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
No,No-Non,1000000,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Medium,No-Non,2004,No-Non,TrainingText 162,BusinessCaseSummary,0,0,0,2009-09-05 20:00,0,2008-03-09 20:00,IRAP,BC,,,,,,,2614.833923,16441.997,57459.47497,23824.65797,35340.03457,87655.59087,2279.243786,84681.86861,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
No,No-Non,1000000,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Medium,No-Non,2004,No-Non,TrainingText 163,BusinessCaseSummary,0,0,0,2009-09-06 20:00,0,2008-03-10 20:00,IRAP,BC,,,,,,,93146.65133,44335.21854,94921.90874,56841.41605,20634.42184,61556.07195,72730.84598,80520.9633,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
No,No-Non,1000000,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Medium,No-Non,2004,No-Non,TrainingText 164,BusinessCaseSummary,0,0,0,2009-09-07 20:00,0,2008-03-11 20:00,IRAP,BC,,,,,,,7931.396423,11199.50557,59565.73245,57366.28414,44933.1474,56088.45313,77010.28908,79975.57862,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
No,No-Non,1000000,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Medium,No-Non,2004,No-Non,TrainingText 165,BusinessCaseSummary,0,0,0,2009-09-08 20:00,0,2008-03-12 20:00,IRAP,BC,,,,,,,28726.97513,20701.34183,66376.35195,49648.72454,45140.74467,44730.66307,29068.05306,29946.42647,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
No,No-Non,1000000,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Medium,No-Non,2004,No-Non,TrainingText 166,BusinessCaseSummary,0,0,0,2009-09-09 20:00,0,2008-03-13 20:00,IRAP,BC,,,,,,,64952.27576,13350.25442,83044.74897,43373.46671,1460.205558,32137.76539,80097.56601,68216.68744,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
No,No-Non,1000000,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Medium,No-Non,2004,No-Non,TrainingText 167,BusinessCaseSummary,0,0,0,2009-09-10 20:00,0,2008-03-14 20:00,IRAP,BC,,,,,,,17461.15219,68793.98138,36901.78674,30071.59396,84199.92296,5310.60539,29072.60643,23914.52233,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
No,No-Non,1000000,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Medium,No-Non,2004,No-Non,TrainingText 168,BusinessCaseSummary,0,0,0,2009-09-11 20:00,0,2008-03-15 20:00,IRAP,BC,,,,,,,37385.12808,62541.41442,85399.13016,80157.85761,45733.73493,42802.52333,27512.53825,2108.72656,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
No,No-Non,1000000,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Medium,No-Non,2004,No-Non,TrainingText 169,BusinessCaseSummary,0,0,0,2009-09-12 20:00,0,2008-03-16 20:00,IRAP,BC,,,,,,,78572.04332,57727.81494,29383.49696,90268.41497,93687.6842,25614.24351,21712.41923,62865.71485,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
No,No-Non,1000000,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Medium,No-Non,2004,No-Non,TrainingText 170,BusinessCaseSummary,0,0,0,2009-09-13 20:00,0,2008-03-17 20:00,IRAP,BC,,,,,,,75409.44548,53991.86,97871.10134,30156.68672,83028.17261,70996.06873,48766.29209,33110.75736,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
No,No-Non,1000000,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Medium,No-Non,2004,No-Non,TrainingText 171,BusinessCaseSummary,0,0,0,2009-09-14 20:00,0,2008-03-18 20:00,IRAP,BC,,,,,,,87335.57896,31103.92686,79105.80052,45588.61759,89305.29724,78109.2206,48519.4259,6307.427772,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
No,No-Non,1000000,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Medium,No-Non,2004,No-Non,TrainingText 172,BusinessCaseSummary,0,0,0,2009-09-15 20:00,0,2008-03-19 20:00,IRAP,BC,,,,,,,54757.40498,33520.54235,50007.24991,91157.82785,33662.83943,30315.71434,71024.69573,67517.19532,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
